"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v163","v164","v165","v166","v167","v168","v169","v170","v171","v172","v173","v174","v175","v176","v177","v178","v179","v180","v181","v182","v183","v184","v185","v186","v187","v188","v189","v190","v191","v192","v193","v194","v195","v196","v197","v198","v199","v200","v201","v202","v203","v204","v205","v206","v207","v208","v209","v210","v211","v212","v213","v214","v215","v216","v217","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v237","v238","v239","v240","v241","v242","v243","v244","v245","v246","v247","v248","v249","v250","v251","v252","v253","v254","v255","v256","v257","v258","v259","v260","v261","v262","v263","v264","v265","v266","v267","v268","v269","v270","v271","v272","v273","v274","v275","v276","v277","v278","v279","v280","v281","v282","v283","v284","v285","v286","v287","v288","v289","v290","v291","v292","v293","v294","v295","v296","v297","v298","v299","v300","v301","v302","v303","v304","v305","v306","v307","v308","v309","v310","v311","v312","v313","v314","v315","v316","v317","v318","v319","v320","v321","v322","v323","v324","v325","v326","v327","v328","v329","v330","v331","v332","v333","v334","v335","v336","v337","v338","v339","v340","v341","v342","v343","v344","v345","v346","v347","v348","v349","v350","v351","v352","v353","v354","v355","v356"
"1913",,"30.56","17.452999999999999","13.557","7.3840000000000003",,"2.7320000000000002",,"13.106999999999999","3.895999999999999","6.173",,,"4.6520000000000001",,,,,,,,,,,,,,,,,,,,,,,,,,,"18.128887387476901",,"27.61433492663539","21.863529044234699","3.7675222712440428","28.625726370408966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27832.231751868374","27832.231751868374","727.08900000000006","3.427245388927771",,"3.6161996580857177E-4","340.52168049288446",,"340.52168049288446",,"2081.2685111725095","5943.1248896423122","9232.9048448840695","25144.120887594589","93030.523110656039",,,"1115.8044165550591","2653.3449344005548","5255.1008342064397","17601.187307254429",,,,,,,,,,,,,,,,,,,,,,,,,"1.5963689647132162","2.676814286405536",,,,,,,,,,,,,"51305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1914",,"32.527000000000001","18.552","14.493999999999998","7.9839999999999991",,"2.9220000000000002",,"13.975000000000001","4.0580000000000016","6.5099999999999989",,,"5.0619999999999994",,,,,,,,,,,,,,,,,,,,,,,,,,,"19.133408719271962",,"26.375762842861644","23.093528009408583","3.9664565640561245","27.430843864401687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28136.765667750482","28136.765667750482","718.17200000000003","3.2092916322291827",,"3.3313748967860545E-4","342.38245470322806",,"342.38245470322806",,"2227.3348208263801","6351.879299654287","9924.9825969371741","27335.815183505722","100044.15326428323",,,"1196.1987011194033","2778.7760023714","5572.2744502950354","19257.110952308223",,,,,,,,,,,,,,,,,,,,,,,,,"1.5777106276750408","2.7309704064549334",,,,,,,,,,,,,"52039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1915",,"32.792999999999999","19.602","15.625","9.0879999999999992",,"3.7010000000000001",,"13.190999999999999","3.9770000000000003","6.5370000000000008",,,"5.3869999999999987",,,,,,,,,,,,,,,,,,,,,,,,,,,"20.579327795083401",,"25.427805368716992","27.608547994854938","3.6668888858445139","22.717429955500148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28427.341119018518","28427.341119018518","712.58","3.397635115147243",,"3.1180250284163077E-4","383.31948733078787",,"383.31948733078787",,"2514.0391896077053","7513.8285906581041","11978.733979087121","34836.075008621992","141866.54226112459",,,"1264.0918393451057","3048.9232022290871","6264.398721703401","22943.800869455041",,,,,,,,,,,,,,,,,,,,,,,,,"1.5011229897156215","2.9955181073761601",,,,,,,,,,,,,"52752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1916",,"30.864999999999998","19.521999999999998","15.869","9.718",,"4.3840000000000003",,"11.343","3.6529999999999987","6.1509999999999998",,,"5.3339999999999996",,,,,,,,,,,,,,,,,,,,,,,,,,,"19.480434576612804",,"30.67417710694394","27.877099680223001","3.2076736206481087","18.760615015572135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28732","28732","770.97199999999998","4.1600866462035642",,"3.3684558562760105E-4","429.83884258937877",,"429.83884258937877",,"2653.3951753042347","8391.313885029851","13642.225186101703","41771.738722835828","188441.34859118366",,,"1218.9154978728309","3140.4025839580004","6609.8468019181719","25475.115404130516",,,,,,,,,,,,,,,,,,,,,,,,,"1.4346119929372678","3.3009029116790631",,,,,,,,,,,,,"53496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1917",,"28.981999999999996","18.684000000000001","15.320999999999998","9.5169999999999995",,"4.3140000000000001",,"10.297999999999995","3.3630000000000031","5.8039999999999985",,,"5.2029999999999994",,,,,,,,,,,,,,,,,,,,,,,,,,,"18.030764446152485",,"34.275924381736687","28.731783193565846","2.6102605564233974","16.351267422121591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29045.67923266767","29045.67923266767","779.48","5.7619124427599706",,"4.1321086596851067E-4","480.07974626865678",,"480.07974626865678",,"2782.7342412716416","8969.8099792835837","14710.603585164179","45689.189452388062","207106.40254029853",,,"1235.9653067686563","3229.0163734029879","6965.9571183582075","27753.943553731344",,,,,,,,,,,,,,,,,,,,,,,,,"1.4143667199397396","3.4133212246037221",,,,,,,,,,,,,"54134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1918",,"25.550999999999995","16.623000000000001","13.536000000000001","8.3000000000000007",,"3.681",,"8.9279999999999937","3.0869999999999997","5.2360000000000007",,,"4.6190000000000007",,,,,,,,,,,,,,,,,,,,,,,,,,,"19.269350902455269",,"34.681144087370498","27.511498953606353","2.1747463573121344","16.363259699255739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29340.98678969283","29340.98678969283","1079.796","8.5029308605391911",,"5.5621439234934125E-4","521.01677889621658",,"521.01677889621658",,"2662.4999435154455","8660.8619155918095","14104.966238278375","43244.392648385983","191786.27631169732",,,"1162.9094504963546","3216.7575929052409","6820.1096357514762","26739.738908018058",,,,,,,,,,,,,,,,,,,,,,,,,"1.4319084144290197","3.3153056680361135",,,,,,,,,,,,,"54739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1919",,"24.832000000000001","15.251000000000001","12.244","7.371999999999999",,"3.1179999999999999",,"9.5809999999999995","3.0070000000000014","4.8720000000000008",,,"4.2539999999999996",,,,,,,,,,,,,,,,,,,,,,,,,,,"19.194351639697754",,"29.997816660237369","29.668293333673756","2.0186498430109339","19.120888523380192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29469.112025534669","29469.112025534669","994.19","11.361994430820152",,"7.400069741691236E-4","521.01677889621681",,"521.01677889621681",,"2587.5777307101707","7946.0268949462034","12758.658881610558","38409.356940229103","162453.0316598404",,,"1247.9654396511633","3133.3949082818494","6345.9843669559223","24626.726415827849",,,,,,,,,,,,,,,,,,,,,,,,,"1.4613751130804604","3.1674337684217644",,,,,,,,,,,,,"55033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1920",,"28.123000000000005","17.087","13.624000000000001","7.8949999999999996",,"3.2259999999999995",,"11.036000000000005","3.4629999999999992","5.729000000000001",,,"4.6690000000000005",,,,,,,,,,,,,,,,,,,,,,,,,,,"18.365595466847424",,"34.210380656118318","25.92124019029092","2.3264019867316139","19.176381700011724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29937.14771360375","29937.14771360375","1168.1690000000001","11.168345681923043",,"7.7407846448308327E-4","481.9405204790005",,"481.9405204790005",,"2710.7226514861864","8234.9176734246812","13131.915302011805","38049.20409181709","155474.01190652553",,,"1329.673896001563","3337.9200448375568","6902.5931045604848","25002.003223516153",,,,,,,,,,,,,,,,,,,,,,,,,"1.5044690669328553","2.982282097255132",,,,,,,,,,,,,"55963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1921",,"31.471","18.484000000000002","14.506","8.1039999999999992",,"3.1539999999999999",,"12.986999999999998","3.9780000000000015","6.402000000000001",,,"4.9499999999999993",,,,,,,,,,,,,,,,,,,,,,,,,,,"19.136932307194552",,"35.390754256251242","23.66366867210558","2.4835069643879768","19.325137800060645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30282.876529094046","30282.876529094046","1280.9159999999999","10.233084800458043",,"7.0937487719915991E-4","476.35819784796945",,"476.35819784796945",,"2998.2937688946895","8805.0049290218685","13820.104035965289","38604.068353599447","150243.37560124957",,,"1546.6159788628945","3789.9058220784459","7624.1129565567517","26199.700881638313",,,,,,,,,,,,,,,,,,,,,,,,,"1.5578666307827826","2.7925431363349844",,,,,,,,,,,,,"56666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1922",,"32.957000000000001","19.550999999999998","15.38","8.6300000000000008",,"3.4009999999999998",,"13.406000000000002","4.1709999999999976","6.75",,,"5.229000000000001",,,,,,,,,,,,,,,,,,,,,,,,,,,"20.765220331209399",,"34.664294465322001","24.051967220190875","2.6405746069239044","17.877943376353809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30639.063968734448","30639.063968734448","1400.4649999999999","10.475388652294191",,"6.9862677299917274E-4","489.38361732037481",,"489.38361732037481",,"3225.7231752055181","9567.9391022306463","15053.440068774727","42233.806174748352","166439.36825065946",,,"1640.1691934492364","4082.4381356865642","8258.3485422813246","28433.188166313783",,,,,,,,,,,,,,,,,,,,,,,,,"1.5507679077018937","2.8156468196786366",,,,,,,,,,,,,"57390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1923",,"33.576000000000001","19.722999999999999","15.451000000000001","8.6010000000000009",,"3.37",,"13.853000000000002","4.2719999999999985","6.85",,,"5.2310000000000008",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.356469017019872",,"32.816113135641302","25.229966687869148","2.8265467757392484","16.770904383730429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30997.142875929778","30997.142875929778","1389.9159999999999","10.063168934605597",,"6.9233913204218007E-4","468.91510100659491",,"468.91510100659491",,"3148.8586862794864","9248.4125371530718","14490.414451305796","40331.387837577233","158024.38903922247",,,"1623.9702235610898","4006.4106230003454","8030.1711047379385","27254.387704061093",,,,,,,,,,,,,,,,,,,,,,,,,"1.5635359086337017","2.7745098132690598",,,,,,,,,,,,,"58119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1924",,"33.594999999999999","19.718","15.446999999999999","8.6189999999999998",,"3.4319999999999995",,"13.876999999999999","4.2710000000000008","6.8279999999999994",,,"5.1870000000000003",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.251652439048211",,"32.00960282877255","25.01060585123091","2.7931097397330622","17.935029141215256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31369.359708639131","31369.359708639131","1432.287","10.356462912077772",,"6.9851929195717272E-4","472.63664942728224",,"472.63664942728224",,"3175.645647501909","9319.4494534071509","14601.636647406456","40736.552814137453","162208.89808344323",,,"1639.6946960255989","4037.2622594078457","8067.9076057237071","27239.625561992369",,,,,,,,,,,,,,,,,,,,,,,,,"1.5610511044813751","2.7823688288153017",,,,,,,,,,,,,"58876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1925",,,"18.318000000000001","14.337999999999997","7.9589999999999996",,"3.1579999999999995",,,"3.980000000000004","6.3789999999999978",,,"4.8010000000000002",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.442826065217368",,"29.329788231614081","25.5642825926809","0.71200765952352196","21.951095450964139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31796.121899147372","31796.121899147372","804.41899999999998","11.084253008626741",,"7.0695655375416276E-4","493.10516574106219",,"493.10516574106219",,,"9032.7004260447775","14140.283732790695","39246.240141331138","155722.6113410274",,,,"3925.1171192988591","7863.7946306555868","26304.421119142662",,,,,,,,,,,,,,,,,,,,,,,,,"1.5674461497513645","2.7622817609004233",,,,,,,,,,,,,"59737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1926",,,"18.547000000000001","14.644000000000002","8.2859999999999996",,"3.3849999999999998",,,"3.9029999999999987","6.3580000000000023",,,"4.9009999999999998",,,,,,,,,,,,,,,,,,,,,,,,,,,"25.022049053341298",,"24.450079202520545","27.671489413553211","1.8175600401524856","21.038822290432449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32298","32298","732.23599999999999","10.91048206352418",,"6.748734627172007E-4","500.54826258243668",,"500.54826258243668",,,"9283.6686261164541","14660.057514514407","41475.429037580696","169435.58688415479",,,,"3907.2797377184988","7956.2146337478334","27257.633721294689",,,,,,,,,,,,,,,,,,,,,,,,,"1.538292901337549","2.8577246653544979",,,,,,,,,,,,,"60741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1927",,,"17.893999999999998","14.124000000000001","7.9560000000000004",,"3.2240000000000006",,,"3.7699999999999978","6.1680000000000001",,,"4.7319999999999993",,,,,,,,,,,,,,,,,,,,,,,,,,,"26.882697057963863",,"21.002172381563181","28.712235822387701","2.1162771134357574","21.28661762464947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32805.219970732804","32805.219970732804","693.80799999999999","11.155792840103286",,"6.6455528268521285E-4","511.71290784449855",,"511.71290784449855",,,"9156.5907729694554","14454.866220791393","40711.878948108308","164976.24148906636",,,,"3858.3153251475164","7890.6130389621685","26904.727554668523",,,,,,,,,,,,,,,,,,,,,,,,,"1.5432400234390979","2.8408069303680623",,,,,,,,,,,,,"61659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1928",,,"18.509","14.635","8.2780000000000005",,"3.3709999999999996",,,"3.8740000000000006","6.3569999999999993",,,"4.9070000000000009",,,,,,,,,,,,,,,,,,,,,,,,,,,"27.908733018251322",,"19.305459194768307","29.865449546168602","2.1809124627137049","20.739445778098041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33322.590689027224","33322.590689027224","700.51800000000003","11.138881525320015",,"6.392972378152428E-4","522.87755310656041",,"522.87755310656041",,,"9677.9406304493277","15304.625979429022","43283.80384616107","176262.02315222146",,,,"4051.2552814696305","8309.83151274601","28508.446145487691",,,,,,,,,,,,,,,,,,,,,,,,,"1.537178664390876","2.8615780303447678",,,,,,,,,,,,,"62595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1929",,,"18.353999999999999","14.506","8.1720000000000006",,"3.3340000000000001",,,"3.847999999999999","6.3339999999999996",,,"4.838000000000001",,,,,,,,,,,,,,,,,,,,,,,,,,,"29.723011485206783",,"16.483988321542583","30.280266206617256","2.3017085172781875","21.211025469355199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33803.254628585324","33803.254628585324","677.87","10.923315176565456",,"6.2467981610326011E-4","517.29523047552937",,"517.29523047552937",,,"9494.436660147865","15007.769226556058","42273.366234460264","172466.22984054149",,,,"3981.1040937396724","8191.3699745800059","27807.492500451241",,,,,,,,,,,,,,,,,,,,,,,,,"1.5417879326619282","2.8457406297086965",,,,,,,,,,,,,"63461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1930",,,"16.783000000000001","13.214","7.3160000000000007",,"2.95",,,"3.5690000000000008","5.8979999999999997",,,"4.3660000000000005",,,,,,,,,,,,,,,,,,,,,,,,,,,"32.405075174166093",,"13.230659366689631","31.303969781466623","2.553746931632451","20.506548746045219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34350.010266370045","34350.010266370045","569.04499999999996","10.259205592398098",,"5.6121226080233541E-4","532.18142415827845",,"532.18142415827845",,,"8931.6008416483874","14064.490677654985","38934.392991419656","156993.52012669214",,,,"3798.7110056417923","7847.0150992138151","25816.7121986116",,,,,,,,,,,,,,,,,,,,,,,,,"1.5639561843763945","2.773187399488791",,,,,,,,,,,,,"64450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1931",,,"17.378","13.62","7.4160000000000004",,"2.915",,,"3.7580000000000009","6.2039999999999988",,,"4.5010000000000003",,,,,,,,,,,,,,,,,,,,,,,,,,,"31.893371091278542",,"12.347191480118447","31.358405006747049","2.7532722818208564","21.6477601400351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34906.97733128821","34906.97733128821","528.16499999999996","9.0945637202042295",,"4.9650867351841194E-4","524.73832731690379",,"524.73832731690379",,,"9118.9026521131545","14293.872036112458","38914.594353821587","152961.22241287745",,,,"3943.9332681138494","8138.6914566851765","26242.746791704267",,,,,,,,,,,,,,,,,,,,,,,,,"1.5868735640523381","2.7039445312462886",,,,,,,,,,,,,"65457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1932",,,"17.559999999999999","13.811000000000002","7.61",,"3.0329999999999999",,,"3.748999999999997","6.2010000000000014",,,"4.577",,,,,,,,,,,,,,,,,,,,,,,,,,,"31.339986669699428",,"14.82981365909289","29.384941983346799","2.6021250369136468","21.843132650947222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35448.560190740682","35448.560190740682","569.58500000000004","9.669786054264101",,"5.0204394718140555E-4","543.34606942034009",,"543.34606942034009",,,"9541.1569790211706","15008.305129528633","41348.63588288788","164796.86285518916",,,,"4074.0088285137067","8423.2224411888237","27632.166219298848",,,,,,,,,,,,,,,,,,,,,,,,,"1.5702034544573225","2.7537599819554339",,,,,,,,,,,,,"66434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1933",,,"18.276","14.483000000000001","8.1590000000000007",,"3.4029999999999996",,,"3.7929999999999993","6.3239999999999998",,,"4.7560000000000011",,,,,,,,,,,,,,,,,,,,,,,,,,,"31.392469476126777",,"17.149254102372431","29.043692393961962","2.2324154493364361","20.182168578202386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36001.959893073908","36001.959893073908","629.70899999999995","10.432278246550563",,"5.1735999566638723E-4","560.09303731343289",,"560.09303731343289",,,"10236.260349940299","16223.654918820897","45697.990914402995","190599.66059776119",,,,"4248.8657810597015","8855.0709199253743","29597.80539402986",,,,,,,,,,,,,,,,,,,,,,,,,"1.5390397823550004","2.8551506451548336",,,,,,,,,,,,,"67432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
