v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332,v333,v334,v335,v336,v337,v338,v339,v340,v341,v342,v343,v344,v345,v346,v347,v348,v349,v350,v351,v352,v353,v354,v355,v356
Subcategory,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top income shares including capital gains,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Top composition,Number of adults,Number of tax units,Number of tax returns,Fiscal income control,Fiscal income control-incl. capital gains,Price index,Average income per tax unit,Average income per tax unit-including capital gains,Average income per adult,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Fractiles income levels-including capital gains,Pareto-Lorenz coefficient,Inverted Pareto-Lorenz coefficient,,,,,,,Net private wealth,Net private wealth,Net private wealth,Net private wealth,Net private wealth,,,,,Net private wealth,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Financial assets,Financial assets,Financial assets,Financial assets,Liabilities,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Net corporate wealth,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Financial assets,Financial assets,Financial assets,Financial assets,Liabilities,Liabilities,Tobin's q,Net public wealth,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Financial assets,Financial assets,Financial assets,Financial assets,Liabilities,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,Net private wealth,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Financial assets,Financial assets,Financial assets,Financial assets,Liabilities,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Personal wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Non-profit wealth,Net corporate wealth,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Financial assets,Financial assets,Financial assets,Financial assets,Liabilities,Liabilities,Net public wealth,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Non-financial assets,Financial assets,Financial assets,Financial assets,Financial assets,Liabilities,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,National wealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top 10% income composition,,,,,,Top 5% income composition,,,,,,Top 1% income composition,,,,,,Top 0.5% income composition,,,,,,Top 0.1% income composition,,,,,,Top 0.01% income composition,,,,,,Top 10-5% income composition,,,,,,Top 5-1% income composition,,,,,,Top 1-0.5% income composition,,,,,,Top 0.5-0.1% income composition,,,,,,Top 0.1-0.01% income composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable,Top 10% income share,Top 5% income share,Top 1% income share,Top 0.5% income share,Top 0.1% income share,Top 0.05% income share,Top 0.01% income share,Top 10-5% income share,Top 5-1% income share,Top 1-0.5% income share,Top 0.5-0.1% income share,Top 0.1-0.05% income share,Top 0.05-0.01% income share,Top 0.1-0.01% income share,Top 10% income share-including capital gains,Top 5% income share-including capital gains,Top 1% income share-including capital gains,Top 0.5% income share-including capital gains,Top 0.1% income share-including capital gains,Top 0.05% income share-including capital gains,Top 0.01% income share-including capital gains,Top 10-5% income share-including capital gains,Top 5-1% income share-including capital gains,Top 1-0.5% income share-including capital gains,Top 0.5-0.1% income share-including capital gains,Top 0.1-0.05% income share-including capital gains,Top 0.05-0.01% income share-including capital gains,Top 0.1-0.01% income share-including capital gains,Top 10% income composition,Top 10% income composition,Top 10% income composition,Top 10% income composition,Top 10% income composition,Top 10% income composition,Top 5% income composition,Top 5% income composition,Top 5% income composition,Top 5% income composition,Top 5% income composition,Top 5% income composition,Top 1% income composition,Top 1% income composition,Top 1% income composition,Top 1% income composition,Top 1% income composition,Top 1% income composition,Top 0.5% income composition,Top 0.5% income composition,Top 0.5% income composition,Top 0.5% income composition,Top 0.5% income composition,Top 0.5% income composition,Top 0.1% income composition,Top 0.1% income composition,Top 0.1% income composition,Top 0.1% income composition,Top 0.1% income composition,Top 0.1% income composition,Top 0.01% income composition,Top 0.01% income composition,Top 0.01% income composition,Top 0.01% income composition,Top 0.01% income composition,Top 0.01% income composition,Top 10-5% income composition,Top 10-5% income composition,Top 10-5% income composition,Top 10-5% income composition,Top 10-5% income composition,Top 10-5% income composition,Top 5-1% income composition,Top 5-1% income composition,Top 5-1% income composition,Top 5-1% income composition,Top 5-1% income composition,Top 5-1% income composition,Top 1-0.5% income composition,Top 1-0.5% income composition,Top 1-0.5% income composition,Top 1-0.5% income composition,Top 1-0.5% income composition,Top 1-0.5% income composition,Top 0.5-0.1% income composition,Top 0.5-0.1% income composition,Top 0.5-0.1% income composition,Top 0.5-0.1% income composition,Top 0.5-0.1% income composition,Top 0.5-0.1% income composition,Top 0.1-0.01% income composition,Top 0.1-0.01% income composition,Top 0.1-0.01% income composition,Top 0.1-0.01% income composition,Top 0.1-0.01% income composition,Top 0.1-0.01% income composition,Number of adults,Number of tax units,Number of tax returns,Fiscal income control,Fiscal income control-incl. capital gains,Price index,Average income per tax unit,Average income per tax unit-including capital gains,Average income per adult,Top 10% average income,Top 5% average income,Top 1% average income,Top 0.5% average income,Top 0.1% average income,Top 0.01% average income,Bottom 90% average income,Top 10-5% average income,Top 5-1% average income,Top 1-0.5% average income,Top 0.5-0.1% average income,Top 0.1-0.01% average income,P90 income threshold,P95 income threshold,P99 income threshold,P99.5 income threshold,P99.9 income threshold,P99.99 income threshold,Top 10% average income-including capital gains,Top 5% average income-including capital gains,Top 1% average income-including capital gains,Top 0.5% average income-including capital gains,Top 0.1% average income-including capital gains,Top 0.01% average income-including capital gains,Bottom 90% average income-including capital gains,Top 10-5% average income-including capital gains,Top 5-1% average income-including capital gains,Top 1-0.5% average income-including capital gains,Top 0.5-0.1% average income-including capital gains,Top 0.1-0.01% average income-including capital gains,P90 income-including capital gains threshold,P95 income-including capital gains threshold,P99 income-including capital gains threshold,P99.5 income-including capital gains threshold,P99.9 income-including capital gains threshold,P99.99 income-including capital gains threshold,Pareto-Lorenz coefficient,Inverted Pareto-Lorenz coefficient,National income,National income,National income,National income,National income,National income,Private wealth. Net private wealth,Private wealth. Net private wealth,Private wealth. Net private wealth,Private wealth. Net private wealth,Private wealth. Net private wealth,National income price index,Total population,Number of adults,Employed population ,Private wealth. Net private wealth,Private wealth. Non-financial assets,Private wealth. Non-financial assets. Housing assets,Private wealth. Non-financial assets. Housing assets. Dwellings,Private wealth. Non-financial assets. Land underlying dwellings,Private wealth. Non-financial assets. Business assets and other non-financial assets,Private wealth. Non-financial assets. Agricultural land,Private wealth. Non-financial assets. Other domestic capital,Private wealth. Financial assets,"Private wealth. Financial assets. Currency, deposits, bonds & loans",Private wealth. Financial assets. Equities & fund shares,Private wealth. Financial assets. Life insurance & pension funds,Private wealth. Liabilities,Private wealth. Personal wealth. Net personal wealth,Private wealth. Personal wealth. Non-financial assets,Private wealth. Personal wealth. Non-financial assets. Housing assets,Private wealth. Personal wealth. Non-financial assets. Housing assets. Dwellings,Private wealth. Personal wealth. Non-financial assets. Housing assets. Land underlying dwellings,Private wealth. Personal wealth. Non-financial assets. Business assets and other non-financial assets,Private wealth. Personal wealth. Non-financial assets. Agricultural land,Private wealth. Personal wealth. Non-financial assets. Other domestic capital,Private wealth. Personal wealth. Financial assets,"Private wealth. Personal wealth. Financial assets. Currency, deposits, bonds & loans",Private wealth. Personal wealth. Financial assets. Equities & fund shares,Private wealth. Personal wealth. Financial assets. Life insurance & pension funds,Private wealth. Personal wealth. Liabilities,Private wealth. Non-profit wealth. Net non-profit wealth,Private wealth. Non-profit wealth. Non-financial assets,Private wealth. Non-profit wealth. Non-financial assets. Housing assets,Private wealth. Non-profit wealth. Non-financial assets. Housing assets. Dwellings,Private wealth. Non-profit wealth. Non-financial assets. Housing assets. Land underlying dwellings,Private wealth. Non-profit wealth. Non-financial assets. Business assets and other non-financial assets,Private wealth. Non-profit wealth. Non-financial assets. Agricultural land,Private wealth. Non-profit wealth. Non-financial assets. Other domestic capital,Private wealth. Non-profit wealth. Financial assets,"Private wealth. Non-profit wealth. Financial assets. Currency, deposits, bonds & loans",Private wealth. Non-profit wealth. Financial assets. Equities & fund shares,Private wealth. Non-profit wealth. Financial assets. Life insurance & pension funds,Private wealth. Non-profit wealth. Liabilities,Corporate wealth. Net corporate wealth,Corporate wealth. Non-financial assets,Corporate wealth. Non-financial assets. Housing assets,Corporate wealth. Non-financial assets. Housing assets. Dwellings,Corporate wealth. Non-financial assets. Housing assets. Land underlying dwellings,Corporate wealth. Non-financial assets. Business assets and other non-financial assets,Corporate wealth. Non-financial assets. Agricultural land,Corporate wealth. Non-financial assets. Other domestic capital,Corporate wealth. Financial assets,"Corporate wealth. Financial assets. Currency, deposits, bonds & loans",Corporate wealth. Financial assets. Equities & fund shares,Corporate wealth. Financial assets. Life insurance & pension funds,Corporate wealth. Liabilities,Corporate wealth. Liabilities. Equity liabilities,Corporate wealth. Tobin's q,Public wealth. Net public wealth,Public wealth. Non-financial assets,Public wealth. Non-financial assets. Housing assets,Public wealth. Non-financial assets. Housing assets. Dwellings,Public wealth. Non-financial assets. Housing assets. Land underlying dwellings,Public wealth. Non-financial assets. Business assets and other non-financial assets,Public wealth. Non-financial assets. Agricultural land,Public wealth. Non-financial assets. Other domestic capital,Public wealth. Financial assets,"Public wealth. Financial assets. Currency, deposits, bonds & loans",Public wealth. Financial assets. Equities & fund shares,Public wealth. Financial assets. Life insurance & pension funds,Public wealth. Liabilities,National wealth. Net national wealth,National wealth. Agricultural land,National wealth. Housing,National wealth. Housing. Dwellings,National wealth. Housing. Land underlying dwellings,National wealth. Other domestic capital,National wealth. Residual wealth,National wealth. Net foreign assets,National wealth. Gross foreign assets,National wealth. Gross foreign liabilities,Private wealth. Net private wealth,Private wealth. Non-financial assets,Private wealth. Non-financial assets. Housing assets,Private wealth. Non-financial assets. Housing assets. Dwellings,Private wealth. Non-financial assets. Land underlying dwellings,Private wealth. Non-financial assets. Business assets and other non-financial assets,Private wealth. Non-financial assets. Agricultural land,Private wealth. Non-financial assets. Other domestic capital,Private wealth. Financial assets,"Private wealth. Financial assets. Currency, deposits, bonds & loans",Private wealth. Financial assets. Equities & fund shares,Private wealth. Financial assets. Life insurance & pension funds,Private wealth. Liabilities,Private wealth. Personal wealth. Net personal wealth,Private wealth. Personal wealth. Non-financial assets,Private wealth. Personal wealth. Non-financial assets. Housing assets,Private wealth. Personal wealth. Non-financial assets. Housing assets. Dwellings,Private wealth. Personal wealth. Non-financial assets. Housing assets. Land underlying dwellings,Private wealth. Personal wealth. Non-financial assets. Business assets and other non-financial assets,Private wealth. Personal wealth. Non-financial assets. Agricultural land,Private wealth. Personal wealth. Non-financial assets. Other domestic capital,Private wealth. Personal wealth. Financial assets,"Private wealth. Personal wealth. Financial assets. Currency, deposits, bonds & loans",Private wealth. Personal wealth. Financial assets. Equities & fund shares,Private wealth. Personal wealth. Financial assets. Life insurance & pension funds,Private wealth. Personal wealth. Liabilities,Private wealth. Non-profit wealth. Net non-profit wealth,Private wealth. Non-profit wealth. Non-financial assets,Private wealth. Non-profit wealth. Non-financial assets. Housing assets,Private wealth. Non-profit wealth. Non-financial assets. Housing assets. Dwellings,Private wealth. Non-profit wealth. Non-financial assets. Housing assets. Land underlying dwellings,Private wealth. Non-profit wealth. Non-financial assets. Business assets and other non-financial assets,Private wealth. Non-profit wealth. Non-financial assets. Agricultural land,Private wealth. Non-profit wealth. Non-financial assets. Other domestic capital,Private wealth. Non-profit wealth. Financial assets,"Private wealth. Non-profit wealth. Financial assets. Currency, deposits, bonds & loans",Private wealth. Non-profit wealth. Financial assets. Equities & fund shares,Private wealth. Non-profit wealth. Financial assets. Life insurance & pension funds,Private wealth. Non-profit wealth. Liabilities,Corporate wealth. Net corporate wealth,Corporate wealth. Non-financial assets,Corporate wealth. Non-financial assets. Housing assets,Corporate wealth. Non-financial assets. Housing assets. Dwellings,Corporate wealth. Non-financial assets. Housing assets. Land underlying dwellings,Corporate wealth. Non-financial assets. Business assets and other non-financial assets,Corporate wealth. Non-financial assets. Agricultural land,Corporate wealth. Non-financial assets. Other domestic capital,Corporate wealth. Financial assets,"Corporate wealth. Financial assets. Currency, deposits, bonds & loans",Corporate wealth. Financial assets. Equities & fund shares,Corporate wealth. Financial assets. Life insurance & pension funds,Corporate wealth. Liabilities,Corporate wealth. Liabilities. Equity liabilities,Public wealth. Net public wealth,Public wealth. Non-financial assets,Public wealth. Non-financial assets. Housing assets,Public wealth. Non-financial assets. Housing assets. Dwellings,Public wealth. Non-financial assets. Housing assets. Land underlying dwellings,Public wealth. Non-financial assets. Business assets and other non-financial assets,Public wealth. Non-financial assets. Agricultural land,Public wealth. Non-financial assets. Other domestic capital,Public wealth. Financial assets,"Public wealth. Financial assets. Currency, deposits, bonds & loans",Public wealth. Financial assets. Equities & fund shares,Public wealth. Financial assets. Life insurance & pension funds,Public wealth. Liabilities,National wealth. Net national wealth,National wealth. Agricultural land,National wealth. Housing,National wealth. Housing. Dwellings,National wealth. Housing. Land underlying dwellings,National wealth. Other domestic capital,National wealth. Residual wealth,National wealth. Net foreign assets,National wealth. Gross foreign assets,National wealth. Gross foreign liabilities,Private saving. Net private saving,Private saving. Gross private saving,Private saving. Private capital depreciation,Private saving. Personal and non profit saving. Net personal and non-profit saving,Private saving. Personal and non profit saving. Gross personal and non-profit saving,Private saving. Personal and non profit saving. Personal and non-profit capital depreciation,Private saving. Personal saving. Net personal saving,Private saving. Personal saving. Gross personal saving,Private saving. Personal saving. Personal capital depreciation,Private saving. Non-profit saving. Net non-profit saving,Private saving. Non-profit saving. Gross non-profit saving,Private saving. Non-profit saving. Non-profit capital depreciation,Private saving. Corporate saving. Net corporate saving,Private saving. Corporate saving. Gross corporate saving,Private saving. Corporate saving. Corporate capital depreciation,Public saving. Net public saving,Public saving. Gross public saving,Public saving. Public capital depreciation,National saving. Net national saving,National saving. Gross national saving,National saving. National capital depreciation,National saving. Domestic investment,National saving. Net foreign saving,Private saving. Net private saving,Private saving. Gross private saving,Private saving. Private capital depreciation,Private saving. Personal and non profit saving. Net personal and non-profit saving,Private saving. Personal and non profit saving. Gross personal and non-profit saving,Private saving. Personal and non profit saving. Personal and non-profit capital depreciation,Private saving. Personal saving. Net personal saving,Private saving. Personal saving. Gross personal saving,Private saving. Personal saving. Personal capital depreciation,Private saving. Non-profit saving. Net non-profit saving,Private saving. Non-profit saving. Gross non-profit saving,Private saving. Non-profit saving. Non-profit capital depreciation,Private saving. Corporate saving. Net corporate saving,Private saving. Corporate saving. Gross corporate saving,Private saving. Corporate saving. Corporate capital depreciation,Public saving. Net public saving,Public saving. Gross public saving,Public saving. Public capital depreciation,National saving. Net national saving,National saving. Gross national saving,National saving. National capital depreciation,National saving. Domestic investment,National saving. Net foreign saving
Subvariable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
