Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
CPITAM,Italy Consumer Price Index,Consumer Price Indices,Italy Lira (Euro from 01/01/1999),Italy,Index Number,Units,Stock,none,Annual From Dec 1861 To Dec 1919<BR>Monthly From Jan 1920 To Dec 2015<BR>,"Sources: B. R. Mitchell, European Historical Statistics, 1750-1975, New York: Facts on File, 1980 (1861-1919), League of Nations (1920-1945); Central Institute of Statistics, Monthly Bulletin (1946-) Notes: Annual data were used for 1861 through 1919 and from August 1939 through 1943. The Italian consumer price index, (Indice nazionale dei prezzi al consumo per l'intera collettivitÃ  NIC) is an annually chained Laspeyres type index (reference base period 1995=100) covering the whole national territory. From January 1999, Istat adopted a chain Laspeyres index, re-based yearly, with a price reference period in December of previous year.  Prices are collected monthly with the exception of durables, semi durables and rents (quarterly) and seasonal goods (twice a month). The prices of the reference month are collected from the 16th day of the previous month up to the 15th day of the current month. The price quotations refer to a group of approximately 1,031 products classified accordingly to the COICOP'95 Rev.1 classification. The CPI is based on approximately 332,000 price quotations each month taken at 33,000 sales outlets and 11,000 households.  The weights are represented by the values of final household consumption as derived from the National Accounts. These values are then corrected on the basis of other information derived from the Household Budget Survey and from other sources.  Price changes are also measured monthly by the FOI (CPI for white and blue collars workers) and the HICP index (Harmonized Index of Consumer Prices) with the same methodology. The FOI index (without tobacco) is widely used for indexing purposes in Italian laws and regulations. The HICP index is computed for European purposes. Data are not seasonally adjusted.",
Date,Ticker,Open,High,Low,Close,Volume,Openint
12/31/1861,CPITAM,0.006867,0.006867,0.006867,0.006867,0,
12/31/1862,CPITAM,0.0069385,0.0069385,0.0069385,0.0069385,0,
12/31/1863,CPITAM,0.0067239,0.0067239,0.0067239,0.0067239,0,
12/31/1864,CPITAM,0.0065808,0.0065808,0.0065808,0.0065808,0,
12/31/1865,CPITAM,0.0064378,0.0064378,0.0064378,0.0064378,0,
12/31/1866,CPITAM,0.0064378,0.0064378,0.0064378,0.0064378,0,
12/31/1867,CPITAM,0.0066524,0.0066524,0.0066524,0.0066524,0,
12/31/1868,CPITAM,0.0069385,0.0069385,0.0069385,0.0069385,0,
12/31/1869,CPITAM,0.0069385,0.0069385,0.0069385,0.0069385,0,
12/31/1870,CPITAM,0.0070815,0.0070815,0.0070815,0.0070815,0,
12/31/1871,CPITAM,0.0072961,0.0072961,0.0072961,0.0072961,0,
12/31/1872,CPITAM,0.008226,0.008226,0.008226,0.008226,0,
12/31/1873,CPITAM,0.0087268,0.0087268,0.0087268,0.0087268,0,
12/31/1874,CPITAM,0.0089413,0.0089413,0.0089413,0.0089413,0,
12/31/1875,CPITAM,0.0076538,0.0076538,0.0076538,0.0076538,0,
12/31/1876,CPITAM,0.008083,0.008083,0.008083,0.008083,0,
12/31/1877,CPITAM,0.0083691,0.0083691,0.0083691,0.0083691,0,
12/31/1878,CPITAM,0.0081545,0.0081545,0.0081545,0.0081545,0,
12/31/1879,CPITAM,0.0080114,0.0080114,0.0080114,0.0080114,0,
12/31/1880,CPITAM,0.0082976,0.0082976,0.0082976,0.0082976,0,
